start;duration;pitch;velocity
4.903636363636363;0.2727272727272725;64.0;95.0
5.449090909090909;0.2527272727272729;64.0;95.0
5.974545454545455;0.2727272727272725;65.0;95.0
6.5;0.2181818181818178;65.0;95.0
14.22181818181818;0.2818181818181831;64.0;95.0
14.736363636363636;0.2527272727272738;64.0;95.0
15.261818181818182;0.23636363636363633;65.0;95.0
15.807272727272728;0.2727272727272734;65.0;95.0
19.07454545454545;0.45272727272727664;64.0;95.0
19.88;0.2727272727272734;64.0;95.0
20.465454545454545;0.25272727272727025;65.0;95.0
20.95090909090909;0.2727272727272734;65.0;95.0
21.49636363636364;0.2727272727272769;64.0;95.0
22.06181818181818;0.2527272727272738;64.0;95.0
22.567272727272726;0.23272727272727423;65.0;95.0
23.03636363636364;0.26909090909091304;65.0;95.0
23.618181818181817;0.3145454545454527;66.0;95.0
24.283636363636365;0.23272727272727067;66.0;95.0
24.78909090909091;0.23272727272727067;67.0;95.0
25.294545454545453;0.2527272727272738;67.0;95.0
25.8;0.2727272727272698;66.0;95.0
26.410909090909087;0.3072727272727285;66.0;95.0
27.1090909090909;1.1072727272727363;67.0;95.0
33.60545454545454;0.25272727272727735;64.0;95.0
34.130909090909086;0.2727272727272805;64.0;95.0
34.67636363636363;0.2727272727272805;65.0;95.0
35.18181818181818;0.2727272727272734;65.0;95.0
38.70909090909091;0.3927272727272708;64.0;95.0
39.47818181818182;0.3090909090909122;64.0;95.0
40.1;0.2727272727272734;65.0;95.0
40.60545454545455;0.2727272727272734;65.0;95.0
41.15090909090908;0.33272727272727565;64.0;95.0
41.772727272727266;0.29636363636364393;64.0;95.0
42.341818181818184;0.25272727272727025;65.0;95.0
42.86727272727273;0.2727272727272734;65.0;95.0
43.47272727272727;0.3527272727272788;66.0;95.0
44.136363636363626;0.27454545454546064;66.0;95.0
44.66363636363636;0.25272727272727735;67.0;95.0
45.169090909090905;0.25272727272727735;67.0;95.0
45.694545454545455;0.2727272727272734;66.0;95.0
46.28;0.3127272727272725;66.0;95.0
46.95090909090909;1.3999999999999986;67.0;95.0
53.78;0.2727272727272734;64.0;95.0
54.32545454545454;0.2727272727272734;64.0;95.0
54.87090909090909;0.2727272727272734;65.0;95.0
55.416363636363634;0.2727272727272734;65.0;95.0
0.0;0.4618181818181815;60.0;95.0
0.8654545454545454;0.2527272727272728;60.0;95.0
1.4109090909090907;0.23272727272727267;59.0;95.0
1.9163636363636363;0.27272727272727315;59.0;95.0
2.5018181818181815;0.38727272727272677;62.0;95.0
3.167272727272727;0.27272727272727293;62.0;95.0
3.712727272727273;0.27272727272727204;60.0;95.0
4.258181818181818;0.32727272727272805;60.0;95.0
6.985454545454545;0.3109090909090888;59.0;95.0
7.570909090909091;0.4327272727272726;59.0;95.0
8.276363636363635;0.865454545454547;60.0;95.0
9.687272727272726;0.39272727272727437;60.0;95.0
10.392727272727273;0.2527272727272738;60.0;95.0
10.89909090909091;0.23181818181818237;59.0;95.0
11.403636363636364;0.2727272727272716;59.0;95.0
11.969090909090909;0.372727272727273;62.0;95.0
12.61454545454545;0.2927272727272747;62.0;95.0
13.18;0.2181818181818187;60.0;95.0
13.665454545454544;0.2536363636363639;60.0;95.0
16.35272727272727;0.2727272727272734;59.0;95.0
16.858181818181816;0.3963636363636347;59.0;95.0
17.723636363636363;0.5654545454545499;60.0;95.0
19.07454545454545;0.45272727272727664;60.0;95.0
19.88;0.2727272727272734;60.0;95.0
20.465454545454545;0.25272727272727025;62.0;95.0
20.95090909090909;0.2727272727272734;62.0;95.0
21.49636363636364;0.2727272727272769;61.0;95.0
22.06181818181818;0.2527272727272738;61.0;95.0
22.567272727272726;0.23272727272727423;62.0;95.0
