start;duration;pitch;velocity;instrument;string;fret;hammer;slides;harmonic
0.0;0.33333333333333337;78;95;guitar;1;14;False;[];
0.33333333333333337;0.33333333333333337;59;95;guitar;2;0;False;[];
0.6666666666666666;0.33333333333333337;66;95;guitar;3;11;False;[];
1.0;0.33333333333333337;62;95;guitar;4;12;False;[];
1.3333333333333335;0.33333333333333337;66;95;guitar;3;11;False;[];
1.6666666666666665;0.33333333333333337;59;95;guitar;2;0;False;[];
2.0;0.33333333333333337;78;95;guitar;1;14;False;[];
2.3333333333333335;0.33333333333333337;59;95;guitar;2;0;False;[];
2.6666666666666665;0.33333333333333337;78;95;guitar;1;14;False;[];
3.0;0.33333333333333337;59;95;guitar;2;0;False;[];
3.3333333333333335;0.33333333333333337;67;95;guitar;3;12;False;[];
3.6666666666666665;0.33333333333333337;61;95;guitar;4;11;False;[];
4.000000000000001;0.33333333333333337;67;95;guitar;3;12;False;[];
4.333333333333334;0.33333333333333337;59;95;guitar;2;0;False;[];
4.666666666666667;0.33333333333333337;78;95;guitar;1;14;False;[];
5.000000000000001;0.33333333333333337;59;95;guitar;2;0;False;[];
5.333333333333334;0.33333333333333337;76;95;guitar;1;12;False;[];
5.666666666666667;0.33333333333333337;59;95;guitar;2;0;False;[];
6.000000000000001;0.33333333333333337;67;95;guitar;3;12;False;[];
6.333333333333334;0.33333333333333337;61;95;guitar;4;11;False;[];
6.666666666666667;0.33333333333333337;67;95;guitar;3;12;False;[];
7.000000000000001;0.33333333333333337;59;95;guitar;2;0;False;[];
7.333333333333334;0.33333333333333337;76;95;guitar;1;12;False;[];
7.666666666666667;0.33333333333333337;59;95;guitar;2;0;False;[];
8.0;0.33333333333333337;79;95;guitar;1;15;False;[];
8.333333333333334;0.33333333333333337;59;95;guitar;2;0;False;[];
8.666666666666666;0.33333333333333337;67;95;guitar;3;12;False;[];
9.0;0.33333333333333337;61;95;guitar;4;11;False;[];
9.333333333333334;0.33333333333333337;67;95;guitar;3;12;False;[];
9.666666666666666;0.33333333333333337;59;95;guitar;2;0;False;[];
10.0;0.33333333333333337;79;95;guitar;1;15;False;[];
10.333333333333334;0.33333333333333337;59;95;guitar;2;0;False;[];
10.666666666666666;0.33333333333333337;78;95;guitar;1;14;False;[];
11.0;0.33333333333333337;59;95;guitar;2;0;False;[];
11.333333333333334;0.33333333333333337;66;95;guitar;3;11;False;[];
11.666666666666666;0.33333333333333337;62;95;guitar;4;12;False;[];
12.0;0.33333333333333337;66;95;guitar;3;11;False;[];
12.333333333333334;0.33333333333333337;59;95;guitar;2;0;False;[];
12.666666666666666;0.33333333333333337;78;95;guitar;1;14;False;[];
13.0;0.33333333333333337;59;95;guitar;2;0;False;[];
13.333333333333334;0.33333333333333337;78;95;guitar;1;14;False;[];
13.666666666666666;0.33333333333333337;59;95;guitar;2;0;False;[];
14.0;0.33333333333333337;67;95;guitar;3;12;False;[];
14.333333333333334;0.33333333333333337;62;95;guitar;4;12;False;[];
14.666666666666666;0.33333333333333337;67;95;guitar;3;12;False;[];
15.0;0.33333333333333337;59;95;guitar;2;0;False;[];
15.333333333333334;0.33333333333333337;78;95;guitar;1;14;False;[];
15.666666666666666;0.33333333333333337;59;95;guitar;2;0;False;[];
16.000000000000004;0.33333333333333337;76;95;guitar;1;12;False;[];
16.333333333333336;0.33333333333333337;59;95;guitar;2;0;False;[];
16.666666666666668;0.33333333333333337;68;95;guitar;3;13;False;[];
17.000000000000004;0.33333333333333337;62;95;guitar;4;12;False;[];
17.333333333333336;0.33333333333333337;68;95;guitar;3;13;False;[];
17.666666666666668;0.33333333333333337;59;95;guitar;2;0;False;[];
18.000000000000004;0.33333333333333337;76;95;guitar;1;12;False;[];
18.333333333333336;0.33333333333333337;59;95;guitar;2;0;False;[];
18.666666666666668;0.33333333333333337;78;95;guitar;1;14;False;[];
19.000000000000004;0.33333333333333337;57;95;guitar;5;12;False;[];
19.333333333333336;0.33333333333333337;67;95;guitar;3;12;False;[];
19.666666666666668;0.33333333333333337;61;95;guitar;4;11;False;[];
