start;duration;pitch;velocity;instrument;string;fret;hammer;slides
31.500000000000004;0.11538461538461539;62;95;guitar;2;3;False;[]
31.61538461538462;0.11538461538461539;61;95;guitar;2;2;True;[]
31.730769230769234;0.11538461538461539;59;95;guitar;2;0;False;[]
31.846153846153847;0.11538461538461539;57;95;guitar;4;7;False;[]
31.961538461538467;0.11538461538461539;61;95;guitar;3;6;False;[]
32.07692307692308;0.11538461538461539;59;95;guitar;2;0;False;[]
32.19230769230769;0.11538461538461539;64;95;guitar;1;0;False;[]
32.307692307692314;0.11538461538461539;55;95;guitar;4;5;False;[]
32.42307692307693;0.11538461538461539;61;95;guitar;3;6;False;[]
32.53846153846154;0.11538461538461539;52;95;guitar;5;7;False;[]
32.65384615384616;0.11538461538461539;61;95;guitar;3;6;False;[]
32.769230769230774;0.11538461538461539;59;95;guitar;2;0;False;[]
32.88461538461539;0.11538461538461539;69;95;guitar;1;5;False;[]
33.0;0.11538461538461539;53;95;guitar;5;8;False;[]
33.11538461538462;0.11538461538461539;67;95;guitar;2;8;False;[]
33.23076923076923;0.11538461538461539;54;95;guitar;5;9;False;[]
33.34615384615385;0.11538461538461539;58;95;guitar;4;8;False;[]
33.46153846153847;0.11538461538461539;61;95;guitar;3;6;False;[]
33.57692307692308;0.11538461538461539;65;95;guitar;2;6;False;[]
33.69230769230769;0.11538461538461539;66;95;guitar;2;7;True;[]
33.807692307692314;0.11538461538461539;67;95;guitar;2;8;False;[]
33.92307692307693;0.11538461538461539;64;95;guitar;1;0;False;[]
34.03846153846154;0.11538461538461539;61;95;guitar;2;2;False;[]
34.15384615384616;0.11538461538461539;58;95;guitar;3;3;True;[]
34.269230769230774;0.11538461538461539;55;95;guitar;3;0;False;[]
34.38461538461539;0.11538461538461539;54;95;guitar;4;4;True;[]
34.50000000000001;0.11538461538461539;52;95;guitar;4;2;False;[]
34.61538461538462;0.11538461538461539;50;95;guitar;4;0;False;[]
34.73076923076923;0.11538461538461539;59;95;guitar;2;0;False;[]
34.84615384615385;0.11538461538461539;74;95;guitar;1;10;True;[]
34.96153846153847;0.11538461538461539;73;95;guitar;1;9;False;[]
35.07692307692308;0.11538461538461539;71;95;guitar;1;7;False;[]
35.19230769230769;0.11538461538461539;69;95;guitar;2;10;False;[]
35.307692307692314;0.11538461538461539;67;95;guitar;2;8;True;[]
35.42307692307693;0.11538461538461539;66;95;guitar;2;7;False;[]
35.53846153846154;0.11538461538461539;64;95;guitar;3;9;False;[]
35.65384615384616;0.11538461538461539;62;95;guitar;3;7;False;[]
35.769230769230774;0.11538461538461539;61;95;guitar;3;6;False;[]
35.88461538461539;0.11538461538461539;59;95;guitar;2;0;False;[]
36.00000000000001;0.11538461538461539;49;95;guitar;6;9;False;[]
36.11538461538462;0.11538461538461539;57;95;guitar;4;7;False;[]
36.23076923076923;0.11538461538461539;69;95;guitar;2;10;False;[]
36.34615384615385;0.11538461538461539;64;95;guitar;3;9;False;[]
36.46153846153847;0.11538461538461539;49;95;guitar;6;9;False;[]
36.57692307692308;0.11538461538461539;57;95;guitar;4;7;False;[]
36.69230769230769;0.11538461538461539;47;95;guitar;6;7;False;[]
36.807692307692314;0.11538461538461539;55;95;guitar;4;5;False;[]
36.92307692307693;0.11538461538461539;67;95;guitar;2;8;False;[]
37.03846153846154;0.11538461538461539;62;95;guitar;3;7;False;[]
37.15384615384616;0.11538461538461539;47;95;guitar;6;7;False;[]
37.269230769230774;0.11538461538461539;55;95;guitar;4;5;False;[]
37.38461538461539;0.11538461538461539;45;95;guitar;5;0;False;[]
37.50000000000001;0.11538461538461539;66;95;guitar;2;7;False;[]
37.61538461538462;0.11538461538461539;67;95;guitar;2;8;True;[]
37.73076923076923;0.11538461538461539;66;95;guitar;2;7;False;[]
37.84615384615385;0.11538461538461539;67;95;guitar;2;8;True;[]
37.96153846153847;0.11538461538461539;66;95;guitar;2;7;False;[]
38.07692307692308;0.11538461538461539;64;95;guitar;3;9;False;[]
38.19230769230769;0.11538461538461539;62;95;guitar;3;7;False;[]
38.307692307692314;0.11538461538461539;61;95;guitar;3;6;False;[]
38.42307692307693;0.11538461538461539;59;95;guitar;4;9;False;[]
38.53846153846154;0.11538461538461539;57;95;guitar;4;7;False;[]
38.65384615384616;0.11538461538461539;55;95;guitar;3;0;False;[]
38.769230769230774;0.11538461538461539;54;95;guitar;4;4;True;[]
38.88461538461539;0.11538461538461539;50;95;guitar;4;0;False;[]
39.00000000000001;0.11538461538461539;45;95;guitar;5;0;True;[]
39.11538461538462;0.11538461538461539;50;95;guitar;5;5;False;[]
39.23076923076923;0.11538461538461539;54;95;guitar;4;4;True;[]
39.34615384615385;0.11538461538461539;50;95;guitar;4;0;False;[]
39.46153846153847;0.11538461538461539;52;95;guitar;5;7;True;[]
39.57692307692308;0.11538461538461539;49;95;guitar;5;4;False;[]
39.69230769230769;0.11538461538461539;45;95;guitar;5;0;True;[]
39.807692307692314;0.11538461538461539;49;95;guitar;5;4;False;[]
39.92307692307693;0.11538461538461539;52;95;guitar;5;7;True;[]
40.03846153846154;0.11538461538461539;49;95;guitar;5;4;False;[]
40.15384615384616;0.11538461538461539;45;95;guitar;5;0;True;[]
40.269230769230774;0.11538461538461539;50;95;guitar;5;5;False;[]
40.38461538461539;0.11538461538461539;54;95;guitar;4;4;False;[]
40.50000000000001;0.11538461538461539;57;95;guitar;3;2;False;[]
40.61538461538462;0.11538461538461539;62;95;guitar;2;3;False;[]
40.73076923076923;0.11538461538461539;66;95;guitar;1;2;False;[]
40.84615384615385;0.46153846153846156;62;95;guitar;2;3;False;[]
41.53846153846154;0.11538461538461539;50;95;guitar;5;5;False;[]
41.65384615384616;0.11538461538461539;54;95;guitar;4;4;False;[]
41.769230769230774;0.11538461538461539;66;95;guitar;2;7;False;[]
41.88461538461539;0.11538461538461539;54;95;guitar;4;4;False;[]
42.00000000000001;0.11538461538461539;49;95;guitar;5;4;False;[]
42.11538461538462;0.11538461538461539;54;95;guitar;4;4;False;[]
42.23076923076923;0.11538461538461539;50;95;guitar;5;5;False;[]
42.34615384615385;0.11538461538461539;54;95;guitar;4;4;False;[]
42.46153846153847;0.11538461538461539;66;95;guitar;2;7;False;[]
42.57692307692308;0.11538461538461539;54;95;guitar;4;4;False;[]
42.69230769230769;0.11538461538461539;47;95;guitar;6;7;False;[]
42.807692307692314;0.11538461538461539;54;95;guitar;4;4;False;[]
42.92307692307693;0.11538461538461539;50;95;guitar;5;5;False;[]
43.03846153846154;0.11538461538461539;54;95;guitar;4;4;False;[]
43.15384615384616;0.11538461538461539;66;95;guitar;2;7;False;[]
43.269230769230774;0.11538461538461539;54;95;guitar;4;4;False;[]
43.38461538461539;0.11538461538461539;49;95;guitar;5;4;False;[]
43.50000000000001;0.11538461538461539;54;95;guitar;4;4;False;[]
43.61538461538462;0.11538461538461539;50;95;guitar;5;5;False;[]
43.73076923076923;0.11538461538461539;54;95;guitar;4;4;False;[]
43.84615384615385;0.11538461538461539;66;95;guitar;2;7;False;[]
43.96153846153847;0.11538461538461539;54;95;guitar;4;4;False;[]
44.07692307692308;0.11538461538461539;47;95;guitar;6;7;False;[]
44.19230769230769;0.11538461538461539;54;95;guitar;4;4;False;[]
44.307692307692314;0.11538461538461539;49;95;guitar;5;4;False;[]
44.42307692307693;0.11538461538461539;52;95;guitar;4;2;False;[]
44.53846153846154;0.11538461538461539;64;95;guitar;2;5;False;[]
44.65384615384616;0.11538461538461539;52;95;guitar;4;2;False;[]
44.769230769230774;0.11538461538461539;47;95;guitar;5;2;False;[]
44.88461538461539;0.11538461538461539;52;95;guitar;4;2;False;[]
45.00000000000001;0.11538461538461539;49;95;guitar;5;4;False;[]
45.11538461538462;0.11538461538461539;52;95;guitar;4;2;False;[]
45.23076923076923;0.11538461538461539;64;95;guitar;2;5;False;[]
45.346153846153854;0.11538461538461539;52;95;guitar;4;2;False;[]
45.46153846153847;0.11538461538461539;45;95;guitar;6;5;False;[]
45.57692307692308;0.11538461538461539;52;95;guitar;4;2;False;[]
45.69230769230769;0.11538461538461539;49;95;guitar;5;4;False;[]
45.807692307692314;0.11538461538461539;52;95;guitar;4;2;False;[]
45.92307692307693;0.11538461538461539;64;95;guitar;2;5;False;[]
46.03846153846154;0.11538461538461539;52;95;guitar;4;2;False;[]
46.15384615384616;0.11538461538461539;47;95;guitar;5;2;False;[]
46.269230769230774;0.11538461538461539;52;95;guitar;4;2;False;[]
46.38461538461539;0.11538461538461539;49;95;guitar;5;4;False;[]
46.50000000000001;0.11538461538461539;52;95;guitar;4;2;False;[]
46.61538461538462;0.11538461538461539;64;95;guitar;2;5;False;[]
46.73076923076923;0.11538461538461539;52;95;guitar;4;2;False;[]
46.846153846153854;0.11538461538461539;45;95;guitar;6;5;False;[]
46.96153846153847;0.11538461538461539;52;95;guitar;4;2;False;[]
47.07692307692308;0.11538461538461539;47;95;guitar;5;2;False;[]
47.19230769230769;0.11538461538461539;50;95;guitar;4;0;False;[]
47.307692307692314;0.11538461538461539;62;95;guitar;2;3;False;[]
47.42307692307693;0.11538461538461539;50;95;guitar;4;0;False;[]
47.53846153846154;0.11538461538461539;45;95;guitar;5;0;False;[]
47.65384615384616;0.11538461538461539;50;95;guitar;4;0;False;[]
